1K	1A	st'	2K	2A	2W	2R	2H	2M	2B	2G	st''	->	opt_action
7		6		-		0		6		0		8		0		0		0		0		-		->		p1_K_R
7		6		-		0		8		0		0		0		0		0		0		-		->		p1_K_A
7		6		-		0		8		0		0		0		0		0		2		-		->		p1_A_AG
7		6		-		0		8		0		0		0		0		0		4		-		->		p1_A_AG
7		6		-		0		8		0		0		0		0		0		6		-		->		p1_A_AG
7		6		-		0		8		0		0		0		0		0		8		-		->		p1_A_AG
7		6		-		0		8		0		0		0		0		2		0		-		->		p1_A_AB
7		6		-		0		8		0		0		0		0		4		0		-		->		p1_A_AB
7		6		-		0		8		0		0		0		0		6		0		-		->		p1_A_AB
7		6		-		0		8		0		0		0		0		8		0		-		->		p1_A_AB
7		6		-		0		8		0		0		0		0		10	0		-		->		p1_A_AB
7		6		-		0		8		0		0		0		1		0		0		-		->		p1_A_AM
7		6		-		0		8		0		0		0		3		0		0		-		->		p1_K_M
7		6		-		0		8		0		0		0		5		0		0		-		->		p1_A_AM
7		6		-		0		8		0		0		0		7		0		0		-		->		p1_A_AM
7		6		-		0		8		0		2		0		0		0		0		-		->		p1_A_AR
7		6		-		0		8		0		4		0		0		0		0		-		->		p1_A_AR
7		6		-		0		8		0		6		0		0		0		0		-		->		p1_A_AR
7		6		-		0		8		0		8		0		0		0		0		-		->		p1_A_AR
7		6		-		2		0		0		0		0		0		0		0		-		->		p1_A_K
7		6		-		2		0		0		0		0		0		0		2		-		->		p1_A_KG
7		6		-		2		0		0		0		0		0		0		4		-		->		p1_A_KG
7		6		-		2		0		0		0		0		0		0		6		-		->		p1_A_KG
7		6		-		2		0		0		0		0		0		0		8		-		->		p1_K_G
7		6		-		2		0		0		0		0		1		0		0		-		->		p1_A_KM
7		6		-		2		0		0		0		0		3		0		0		-		->		p1_K_M
7		6		-		2		0		0		0		0		5		0		0		-		->		p1_A_KM
7		6		-		2		0		0		0		0		7		0		0		-		->		p1_K_M
7		6		-		4		0		0		0		0		0		0		0		-		->		p1_A_K
7		6		-		4		0		0		0		0		0		0		2		-		->		p1_A_KG
7		6		-		4		0		0		0		0		0		0		4		-		->		p1_A_KG
7		6		-		4		0		0		0		0		0		0		6		-		->		p1_A_KG
7		6		-		4		0		0		0		0		0		0		8		-		->		p1_A_KG
7		6		-		4		0		0		0		0		1		0		0		-		->		p1_A_KM
7		6		-		4		0		0		0		0		3		0		0		-		->		p1_K_M
7		6		-		4		0		0		0		0		5		0		0		-		->		p1_A_KM
7		6		-		4		0		0		0		0		7		0		0		-		->		p1_K_M
7		6		-		6		0		0		0		0		0		0		0		-		->		p1_K_K
7		6		-		6		0		0		0		0		0		0		2		-		->		p1_A_KG
7		6		-		6		0		0		0		0		0		0		4		-		->		p1_A_KG
7		6		-		6		0		0		0		0		0		0		6		-		->		p1_A_KG
7		6		-		6		0		0		0		0		0		0		8		-		->		p1_A_KG
7		6		-		6		0		0		0		0		1		0		0		-		->		p1_A_KM
7		6		-		6		0		0		0		0		3		0		0		-		->		p1_K_M
7		6		-		6		0		0		0		0		5		0		0		-		->		p1_A_KM
7		6		-		6		0		0		0		0		7		0		0		-		->		p1_A_KM
7		6		-		8		0		0		0		0		0		0		0		-		->		p1_K_K
7		6		-		8		0		0		0		0		0		0		2		-		->		p1_A_KG
7		6		-		8		0		0		0		0		0		0		4		-		->		p1_A_KG
7		6		-		8		0		0		0		0		0		0		6		-		->		p1_A_KG
7		6		-		8		0		0		0		0		0		0		8		-		->		p1_A_KG
7		6		-		8		0		0		0		0		1		0		0		-		->		p1_A_KM
7		6		-		8		0		0		0		0		3		0		0		-		->		p1_K_M
7		6		-		8		0		0		0		0		5		0		0		-		->		p1_A_KM
7		6		-		8		0		0		0		0		7		0		0		-		->		p1_A_KM
7		6		-		10	0		0		0		0		0		0		0		-		->		p1_K_K
7		6		-		10	0		0		0		0		0		0		2		-		->		p1_A_KG
7		6		-		10	0		0		0		0		0		0		4		-		->		p1_A_KG
7		6		-		10	0		0		0		0		0		0		6		-		->		p1_A_KG
7		6		-		10	0		0		0		0		0		0		8		-		->		p1_A_KG
7		6		-		10	0		0		0		0		1		0		0		-		->		p1_A_KM
7		6		-		10	0		0		0		0		3		0		0		-		->		p1_A_KM
7		6		-		10	0		0		0		0		5		0		0		-		->		p1_A_KM
7		6		-		10	0		0		0		0		7		0		0		-		->		p1_A_KM
7		6		K		0		0		2		0		0		0		0		0		-		->		p1_A_W
7		6		K		0		0		2		0		0		0		0		2		-		->		p1_A_WG
7		6		K		0		0		2		0		0		0		0		4		-		->		p1_A_WG
7		6		K		0		0		2		0		0		0		0		6		-		->		p1_A_WG
7		6		K		0		0		2		0		0		0		0		8		-		->		p1_A_WG
7		6		K		0		0		2		0		0		1		0		0		-		->		p1_A_WM
7		6		K		0		0		2		0		0		3		0		0		-		->		p1_A_WM
7		6		K		0		0		2		0		0		5		0		0		-		->		p1_A_WM
7		6		K		0		0		2		0		0		7		0		0		-		->		p1_A_WM
7		6		K		0		0		4		0		0		0		0		0		-		->		p1_A_W
7		6		K		0		0		4		0		0		0		0		2		-		->		p1_A_WG
7		6		K		0		0		4		0		0		0		0		4		-		->		p1_A_WG
7		6		K		0		0		4		0		0		0		0		6		-		->		p1_A_WG
7		6		K		0		0		4		0		0		0		0		8		-		->		p1_A_WG
7		6		K		0		0		4		0		0		1		0		0		-		->		p1_A_WM
7		6		K		0		0		4		0		0		3		0		0		-		->		p1_A_WM
7		6		K		0		0		4		0		0		5		0		0		-		->		p1_A_WM
7		6		K		0		0		4		0		0		7		0		0		-		->		p1_A_WM
7		6		K		0		0		6		0		0		0		0		0		-		->		p1_A_W
7		6		K		0		0		6		0		0		0		0		2		-		->		p1_A_WG
7		6		K		0		0		6		0		0		0		0		4		-		->		p1_A_WG
7		6		K		0		0		6		0		0		0		0		6		-		->		p1_A_WG
7		6		K		0		0		6		0		0		0		0		8		-		->		p1_A_WG
7		6		K		0		0		6		0		0		1		0		0		-		->		p1_A_WM
7		6		K		0		0		6		0		0		3		0		0		-		->		p1_A_WM
7		6		K		0		0		6		0		0		5		0		0		-		->		p1_A_WM
7		6		K		0		0		6		0		0		7		0		0		-		->		p1_A_WM
7		6		K		0		0		8		0		0		0		0		0		-		->		p1_A_W
7		6		K		0		0		8		0		0		0		0		2		-		->		p1_A_WG
7		6		K		0		0		8		0		0		0		0		4		-		->		p1_A_WG
7		6		K		0		0		8		0		0		0		0		6		-		->		p1_A_WG
7		6		K		0		0		8		0		0		0		0		8		-		->		p1_A_WG
7		6		K		0		0		8		0		0		1		0		0		-		->		p1_A_WM
7		6		K		0		0		8		0		0		3		0		0		-		->		p1_A_WM
7		6		K		0		0		8		0		0		5		0		0		-		->		p1_A_WM
7		6		K		0		0		8		0		0		7		0		0		-		->		p1_A_WM
7		6		A		0		0		2		0		0		0		0		0		-		->		p1_K_W
7		6		A		0		0		2		0		0		0		0		2		-		->		p1_K_W
7		6		A		0		0		2		0		0		0		0		4		-		->		p1_K_G
7		6		A		0		0		2		0		0		0		0		6		-		->		p1_K_G
7		6		A		0		0		2		0		0		0		0		8		-		->		p1_K_G
7		6		A		0		0		2		0		0		0		2		0		-		->		p1_K_W
7		6		A		0		0		2		0		0		0		4		0		-		->		p1_K_B
7		6		A		0		0		2		0		0		0		6		0		-		->		p1_K_B
7		6		A		0		0		2		0		0		0		8		0		-		->		p1_K_B
7		6		A		0		0		2		0		0		0		10	0		-		->		p1_K_B
7		6		A		0		0		2		0		0		1		0		0		-		->		p1_K_M
7		6		A		0		0		2		0		0		3		0		0		-		->		p1_K_M
7		6		A		0		0		2		0		0		5		0		0		-		->		p1_K_M
7		6		A		0		0		2		0		0		7		0		0		-		->		p1_K_M
7		6		A		0		0		2		2		0		0		0		0		-		->		p1_K_W
7		6		A		0		0		2		4		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		2		6		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		2		8		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		4		0		0		0		0		0		-		->		p1_K_W
7		6		A		0		0		4		0		0		0		0		2		-		->		p1_K_W
7		6		A		0		0		4		0		0		0		0		4		-		->		p1_K_G
7		6		A		0		0		4		0		0		0		0		6		-		->		p1_K_G
7		6		A		0		0		4		0		0		0		0		8		-		->		p1_K_G
7		6		A		0		0		4		0		0		0		2		0		-		->		p1_K_W
7		6		A		0		0		4		0		0		0		4		0		-		->		p1_K_B
7		6		A		0		0		4		0		0		0		6		0		-		->		p1_K_W
7		6		A		0		0		4		0		0		0		8		0		-		->		p1_K_W
7		6		A		0		0		4		0		0		0		10	0		-		->		p1_K_B
7		6		A		0		0		4		0		0		1		0		0		-		->		p1_K_M
7		6		A		0		0		4		0		0		3		0		0		-		->		p1_K_M
7		6		A		0		0		4		0		0		5		0		0		-		->		p1_K_M
7		6		A		0		0		4		0		0		7		0		0		-		->		p1_K_M
7		6		A		0		0		4		2		0		0		0		0		-		->		p1_K_W
7		6		A		0		0		4		4		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		4		6		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		4		8		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		6		0		0		0		0		0		-		->		p1_K_W
7		6		A		0		0		6		0		0		0		0		2		-		->		p1_K_W
7		6		A		0		0		6		0		0		0		0		4		-		->		p1_K_G
7		6		A		0		0		6		0		0		0		0		6		-		->		p1_K_G
7		6		A		0		0		6		0		0		0		0		8		-		->		p1_K_G
7		6		A		0		0		6		0		0		0		2		0		-		->		p1_K_B
7		6		A		0		0		6		0		0		0		4		0		-		->		p1_K_B
7		6		A		0		0		6		0		0		0		6		0		-		->		p1_K_W
7		6		A		0		0		6		0		0		0		8		0		-		->		p1_K_W
7		6		A		0		0		6		0		0		0		10	0		-		->		p1_K_B
7		6		A		0		0		6		0		0		1		0		0		-		->		p1_K_M
7		6		A		0		0		6		0		0		3		0		0		-		->		p1_K_M
7		6		A		0		0		6		0		0		5		0		0		-		->		p1_K_M
7		6		A		0		0		6		0		0		7		0		0		-		->		p1_K_M
7		6		A		0		0		6		2		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		6		4		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		6		6		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		6		8		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		8		0		0		0		0		0		-		->		p1_K_W
7		6		A		0		0		8		0		0		0		0		2		-		->		p1_K_W
7		6		A		0		0		8		0		0		0		0		4		-		->		p1_K_G
7		6		A		0		0		8		0		0		0		0		6		-		->		p1_K_W
7		6		A		0		0		8		0		0		0		0		8		-		->		p1_K_W
7		6		A		0		0		8		0		0		0		2		0		-		->		p1_K_W
7		6		A		0		0		8		0		0		0		4		0		-		->		p1_K_B
7		6		A		0		0		8		0		0		0		6		0		-		->		p1_K_W
7		6		A		0		0		8		0		0		0		8		0		-		->		p1_K_W
7		6		A		0		0		8		0		0		0		10	0		-		->		p1_K_W
7		6		A		0		0		8		0		0		1		0		0		-		->		p1_K_M
7		6		A		0		0		8		0		0		3		0		0		-		->		p1_K_M
7		6		A		0		0		8		0		0		5		0		0		-		->		p1_K_M
7		6		A		0		0		8		0		0		7		0		0		-		->		p1_K_M
7		6		A		0		0		8		2		0		0		0		0		-		->		p1_K_W
7		6		A		0		0		8		4		0		0		0		0		-		->		p1_K_R
7		6		A		0		0		8		6		0		0		0		0		-		->		p1_K_W
7		6		A		0		0		8		8		0		0		0		0		-		->		p1_K_W
7		7		-		0		0		0		0		0		0		0		1		-		->		p1_A_G
7		7		-		0		0		0		0		0		0		0		2		-		->		p1_A_G
7		7		-		0		0		0		0		0		0		0		3		-		->		p1_A_G
7		7		-		0		0		0		0		0		0		0		4		-		->		p1_A_G
7		7		-		0		0		0		0		0		0		0		5		-		->		p1_K_G
7		7		-		0		0		0		0		0		0		0		6		-		->		p1_K_G
7		7		-		0		0		0		0		0		0		0		7		-		->		p1_K_G
7		7		-		0		0		0		0		0		0		0		8		-		->		p1_K_G
7		7		-		0		0		0		0		0		0		2		0		-		->		p1_A_B
7		7		-		0		0		0		0		0		0		2		2		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		2		4		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		2		6		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		2		8		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		4		0		-		->		p1_A_B
7		7		-		0		0		0		0		0		0		4		2		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		4		4		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		4		6		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		4		8		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		6		0		-		->		p1_K_B
7		7		-		0		0		0		0		0		0		6		2		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		6		4		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		6		6		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		6		8		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		8		0		-		->		p1_K_B
7		7		-		0		0		0		0		0		0		8		2		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		8		4		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		8		6		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		8		8		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		10	0		-		->		p1_K_B
7		7		-		0		0		0		0		0		0		10	2		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		10	4		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		10	6		-		->		p1_A_BG
7		7		-		0		0		0		0		0		0		10	8		-		->		p1_A_BG
7		7		-		0		0		0		0		0		1		0		0		-		->		p1_A_M
7		7		-		0		0		0		0		0		1		0		2		-		->		p1_A_MG
7		7		-		0		0		0		0		0		1		0		4		-		->		p1_A_MG
7		7		-		0		0		0		0		0		1		0		6		-		->		p1_A_MG
7		7		-		0		0		0		0		0		1		0		8		-		->		p1_A_MG
7		7		-		0		0		0		0		0		1		2		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		1		4		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		1		6		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		1		8		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		1		10	0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		2		0		0		-		->		p1_A_M
7		7		-		0		0		0		0		0		3		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		0		3		0		2		-		->		p1_K_M
7		7		-		0		0		0		0		0		3		0		4		-		->		p1_K_M
7		7		-		0		0		0		0		0		3		0		6		-		->		p1_A_MG
7		7		-		0		0		0		0		0		3		0		8		-		->		p1_A_MG
7		7		-		0		0		0		0		0		3		2		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		3		4		0		-		->		p1_K_M
7		7		-		0		0		0		0		0		3		6		0		-		->		p1_K_M
7		7		-		0		0		0		0		0		3		8		0		-		->		p1_K_M
7		7		-		0		0		0		0		0		3		10	0		-		->		p1_K_M
7		7		-		0		0		0		0		0		4		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		0		5		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		0		5		0		2		-		->		p1_A_MG
7		7		-		0		0		0		0		0		5		0		4		-		->		p1_A_MG
7		7		-		0		0		0		0		0		5		0		6		-		->		p1_A_MG
7		7		-		0		0		0		0		0		5		0		8		-		->		p1_A_MG
7		7		-		0		0		0		0		0		5		2		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		5		4		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		5		6		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		5		8		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		5		10	0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		6		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		0		7		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		0		7		0		2		-		->		p1_A_MG
7		7		-		0		0		0		0		0		7		0		4		-		->		p1_A_MG
7		7		-		0		0		0		0		0		7		0		6		-		->		p1_A_MG
7		7		-		0		0		0		0		0		7		0		8		-		->		p1_A_MG
7		7		-		0		0		0		0		0		7		2		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		7		4		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		7		6		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		7		8		0		-		->		p1_A_MB
7		7		-		0		0		0		0		0		7		10	0		-		->		p1_A_MB
7		7		-		0		0		0		0		1		0		0		0		-		->		p1_A_H
7		7		-		0		0		0		0		1		0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		1		0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		1		0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		1		0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		1		1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		1		3		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		1		5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		1		7		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		2		0		0		0		-		->		p1_A_H
7		7		-		0		0		0		0		2		0		0		1		-		->		p1_A_HG
7		7		-		0		0		0		0		2		0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		2		0		0		3		-		->		p1_A_HG
7		7		-		0		0		0		0		2		0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		2		0		0		5		-		->		p1_A_HG
7		7		-		0		0		0		0		2		0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		2		0		0		7		-		->		p1_K_G
7		7		-		0		0		0		0		2		0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		2		1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		2		2		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		2		3		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		2		4		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		2		5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		2		6		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		2		7		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		3		0		0		0		-		->		p1_A_H
7		7		-		0		0		0		0		3		0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		3		0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		3		0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		3		0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		3		1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		3		3		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		3		5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		3		7		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		4		0		0		0		-		->		p1_A_H
7		7		-		0		0		0		0		4		0		0		1		-		->		p1_A_HG
7		7		-		0		0		0		0		4		0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		4		0		0		3		-		->		p1_A_HG
7		7		-		0		0		0		0		4		0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		4		0		0		5		-		->		p1_A_HG
7		7		-		0		0		0		0		4		0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		4		0		0		7		-		->		p1_A_HG
7		7		-		0		0		0		0		4		0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		4		1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		4		2		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		4		3		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		4		4		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		4		5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		4		6		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		4		7		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		5		0		0		0		-		->		p1_A_H
7		7		-		0		0		0		0		5		0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		5		0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		5		0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		5		0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		5		1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		5		3		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		5		5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		5		7		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		6		0		0		0		-		->		p1_K_H
7		7		-		0		0		0		0		6		0		0		1		-		->		p1_A_HG
7		7		-		0		0		0		0		6		0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		6		0		0		3		-		->		p1_A_HG
7		7		-		0		0		0		0		6		0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		6		0		0		5		-		->		p1_A_HG
7		7		-		0		0		0		0		6		0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		6		0		0		7		-		->		p1_A_HG
7		7		-		0		0		0		0		6		0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		6		1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		6		2		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		6		3		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		6		4		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		6		5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		6		6		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		6		7		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		7		0		0		0		-		->		p1_K_H
7		7		-		0		0		0		0		7		0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		7		0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		7		0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		7		0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		7		1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		7		3		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		7		5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		7		7		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		8		0		0		0		-		->		p1_K_H
7		7		-		0		0		0		0		8		0		0		1		-		->		p1_A_HG
7		7		-		0		0		0		0		8		0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		8		0		0		3		-		->		p1_A_HG
7		7		-		0		0		0		0		8		0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		8		0		0		5		-		->		p1_A_HG
7		7		-		0		0		0		0		8		0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		8		0		0		7		-		->		p1_A_HG
7		7		-		0		0		0		0		8		0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		8		1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		8		2		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		8		3		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		8		4		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		8		5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		8		6		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		8		7		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		9		0		0		0		-		->		p1_K_H
7		7		-		0		0		0		0		9		0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		9		0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		9		0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		9		0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		9		1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		9		3		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		9		5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		9		7		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		10	0		0		0		-		->		p1_K_H
7		7		-		0		0		0		0		10	0		0		1		-		->		p1_A_HG
7		7		-		0		0		0		0		10	0		0		2		-		->		p1_A_HG
7		7		-		0		0		0		0		10	0		0		3		-		->		p1_A_HG
7		7		-		0		0		0		0		10	0		0		4		-		->		p1_A_HG
7		7		-		0		0		0		0		10	0		0		5		-		->		p1_A_HG
7		7		-		0		0		0		0		10	0		0		6		-		->		p1_A_HG
7		7		-		0		0		0		0		10	0		0		7		-		->		p1_A_HG
7		7		-		0		0		0		0		10	0		0		8		-		->		p1_A_HG
7		7		-		0		0		0		0		10	1		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		10	2		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		10	3		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		10	4		0		0		-		->		p1_K_M
7		7		-		0		0		0		0		10	5		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		10	6		0		0		-		->		p1_A_HM
7		7		-		0		0		0		0		10	7		0		0		-		->		p1_A_HM
7		7		-		0		0		0		2		0		0		0		0		-		->		p1_A_R
7		7		-		0		0		0		2		0		0		0		2		-		->		p1_A_RG
7		7		-		0		0		0		2		0		0		0		4		-		->		p1_A_RG
7		7		-		0		0		0		2		0		0		0		6		-		->		p1_A_RG
7		7		-		0		0		0		2		0		0		0		8		-		->		p1_A_RG
7		7		-		0		0		0		2		0		1		0		0		-		->		p1_A_RM
7		7		-		0		0		0		2		0		3		0		0		-		->		p1_A_RM
7		7		-		0		0		0		2		0		5		0		0		-		->		p1_A_RM
7		7		-		0		0		0		2		0		7		0		0		-		->		p1_A_RM
7		7		-		0		0		0		4		0		0		0		0		-		->		p1_A_R
7		7		-		0		0		0		4		0		0		0		2		-		->		p1_A_RG
7		7		-		0		0		0		4		0		0		0		4		-		->		p1_A_RG
7		7		-		0		0		0		4		0		0		0		6		-		->		p1_A_RG
7		7		-		0		0		0		4		0		0		0		8		-		->		p1_A_RG
7		7		-		0		0		0		4		0		1		0		0		-		->		p1_A_RM
7		7		-		0		0		0		4		0		3		0		0		-		->		p1_K_M
7		7		-		0		0		0		4		0		5		0		0		-		->		p1_A_RM
7		7		-		0		0		0		4		0		7		0		0		-		->		p1_A_RM
7		7		-		0		0		0		6		0		0		0		0		-		->		p1_K_R
7		7		-		0		0		0		6		0		0		0		2		-		->		p1_A_RG
7		7		-		0		0		0		6		0		0		0		4		-		->		p1_A_RG
7		7		-		0		0		0		6		0		0		0		6		-		->		p1_A_RG
7		7		-		0		0		0		6		0		0		0		8		-		->		p1_A_RG
7		7		-		0		0		0		6		0		1		0		0		-		->		p1_A_RM
7		7		-		0		0		0		6		0		3		0		0		-		->		p1_K_M
7		7		-		0		0		0		6		0		5		0		0		-		->		p1_A_RM
7		7		-		0		0		0		6		0		7		0		0		-		->		p1_A_RM
7		7		-		0		0		0		8		0		0		0		0		-		->		p1_K_R
7		7		-		0		0		0		8		0		0		0		2		-		->		p1_A_RG
7		7		-		0		0		0		8		0		0		0		4		-		->		p1_A_RG
7		7		-		0		0		0		8		0		0		0		6		-		->		p1_A_RG
7		7		-		0		0		0		8		0		0		0		8		-		->		p1_A_RG
7		7		-		0		0		0		8		0		1		0		0		-		->		p1_A_RM
7		7		-		0		0		0		8		0		3		0		0		-		->		p1_K_M
7		7		-		0		0		0		8		0		5		0		0		-		->		p1_A_RM
7		7		-		0		0		0		8		0		7		0		0		-		->		p1_A_RM
7		7		-		0		0		2		0		0		0		0		0		-		->		p1_A_W
7		7		-		0		0		2		0		0		0		0		2		-		->		p1_A_WG
7		7		-		0		0		2		0		0		0		0		4		-		->		p1_A_WG
7		7		-		0		0		2		0		0		0		0		6		-		->		p1_A_WG
7		7		-		0		0		2		0		0		0		0		8		-		->		p1_A_WG
