1K	1W	st'	2K	2A	2W	2R	2H	2M	2B	2G	st''	->	opt_action
1		7		-		0		0		0		0		9		0		0		7		-		->		p1_K_G
1		7		-		0		0		0		0		9		0		0		8		-		->		p1_K_G
1		7		-		0		0		0		0		9		1		0		0		-		->		p1_W_M
1		7		-		0		0		0		0		9		2		0		0		-		->		p1_W_M
1		7		-		0		0		0		0		9		3		0		0		-		->		p1_W_M
1		7		-		0		0		0		0		9		4		0		0		-		->		p1_K_M
1		7		-		0		0		0		0		9		5		0		0		-		->		p1_W_M
1		7		-		0		0		0		0		9		6		0		0		-		->		p1_K_M
1		7		-		0		0		0		0		9		7		0		0		-		->		p1_K_M
1		7		-		0		0		0		0		10	0		0		0		-		->		p1_W_H
1		7		-		0		0		0		0		10	0		0		1		-		->		p1_W_G
1		7		-		0		0		0		0		10	0		0		2		-		->		p1_W_G
1		7		-		0		0		0		0		10	0		0		3		-		->		p1_K_G
1		7		-		0		0		0		0		10	0		0		4		-		->		p1_K_G
1		7		-		0		0		0		0		10	0		0		5		-		->		p1_W_G
1		7		-		0		0		0		0		10	0		0		6		-		->		p1_K_G
1		7		-		0		0		0		0		10	0		0		7		-		->		p1_K_G
1		7		-		0		0		0		0		10	0		0		8		-		->		p1_K_G
1		7		-		0		0		0		0		10	1		0		0		-		->		p1_W_M
1		7		-		0		0		0		0		10	2		0		0		-		->		p1_W_M
1		7		-		0		0		0		0		10	3		0		0		-		->		p1_W_M
1		7		-		0		0		0		0		10	4		0		0		-		->		p1_K_M
1		7		-		0		0		0		0		10	5		0		0		-		->		p1_W_M
1		7		-		0		0		0		0		10	6		0		0		-		->		p1_K_M
1		7		-		0		0		0		0		10	7		0		0		-		->		p1_K_M
1		7		-		0		0		0		2		0		0		0		0		-		->		p1_W_R
1		7		-		0		0		0		2		0		0		0		2		-		->		p1_W_G
1		7		-		0		0		0		2		0		0		0		4		-		->		p1_W_R
1		7		-		0		0		0		2		0		0		0		6		-		->		p1_W_R
1		7		-		0		0		0		2		0		0		0		8		-		->		p1_W_R
1		7		-		0		0		0		2		0		1		0		0		-		->		p1_W_M
1		7		-		0		0		0		2		0		3		0		0		-		->		p1_K_M
1		7		-		0		0		0		2		0		5		0		0		-		->		p1_W_R
1		7		-		0		0		0		2		0		7		0		0		-		->		p1_W_R
1		7		-		0		0		0		4		0		0		0		0		-		->		p1_W_R
1		7		-		0		0		0		4		0		0		0		2		-		->		p1_W_G
1		7		-		0		0		0		4		0		0		0		4		-		->		p1_K_G
1		7		-		0		0		0		4		0		0		0		6		-		->		p1_K_R
1		7		-		0		0		0		4		0		0		0		8		-		->		p1_K_R
1		7		-		0		0		0		4		0		1		0		0		-		->		p1_W_M
1		7		-		0		0		0		4		0		3		0		0		-		->		p1_K_M
1		7		-		0		0		0		4		0		5		0		0		-		->		p1_K_R
1		7		-		0		0		0		4		0		7		0		0		-		->		p1_K_R
1		7		-		0		0		0		6		0		0		0		0		-		->		p1_W_R
1		7		-		0		0		0		6		0		0		0		2		-		->		p1_W_G
1		7		-		0		0		0		6		0		0		0		4		-		->		p1_K_G
1		7		-		0		0		0		6		0		0		0		6		-		->		p1_K_G
1		7		-		0		0		0		6		0		0		0		8		-		->		p1_K_R
1		7		-		0		0		0		6		0		1		0		0		-		->		p1_W_M
1		7		-		0		0		0		6		0		3		0		0		-		->		p1_K_M
1		7		-		0		0		0		6		0		5		0		0		-		->		p1_W_M
1		7		-		0		0		0		6		0		7		0		0		-		->		p1_K_R
1		7		-		0		0		0		8		0		0		0		0		-		->		p1_W_R
1		7		-		0		0		0		8		0		0		0		2		-		->		p1_W_G
1		7		-		0		0		0		8		0		0		0		4		-		->		p1_K_G
1		7		-		0		0		0		8		0		0		0		6		-		->		p1_K_G
1		7		-		0		0		0		8		0		0		0		8		-		->		p1_K_G
1		7		-		0		0		0		8		0		1		0		0		-		->		p1_W_M
1		7		-		0		0		0		8		0		3		0		0		-		->		p1_K_M
1		7		-		0		0		0		8		0		5		0		0		-		->		p1_W_M
1		7		-		0		0		0		8		0		7		0		0		-		->		p1_K_M
1		7		-		0		0		2		0		0		0		0		0		-		->		p1_W_W
1		7		-		0		0		2		0		0		0		0		2		-		->		p1_W_W
1		7		-		0		0		2		0		0		0		0		4		-		->		p1_W_W
1		7		-		0		0		2		0		0		0		0		6		-		->		p1_W_W
1		7		-		0		0		2		0		0		0		0		8		-		->		p1_W_W
1		7		-		0		0		2		0		0		1		0		0		-		->		p1_W_M
1		7		-		0		0		2		0		0		3		0		0		-		->		p1_K_M
1		7		-		0		0		2		0		0		5		0		0		-		->		p1_W_W
1		7		-		0		0		2		0		0		7		0		0		-		->		p1_W_W
1		7		-		0		0		4		0		0		0		0		0		-		->		p1_W_W
1		7		-		0		0		4		0		0		0		0		2		-		->		p1_W_G
1		7		-		0		0		4		0		0		0		0		4		-		->		p1_K_W
1		7		-		0		0		4		0		0		0		0		6		-		->		p1_K_W
1		7		-		0		0		4		0		0		0		0		8		-		->		p1_K_W
1		7		-		0		0		4		0		0		1		0		0		-		->		p1_W_M
1		7		-		0		0		4		0		0		3		0		0		-		->		p1_K_M
1		7		-		0		0		4		0		0		5		0		0		-		->		p1_K_W
1		7		-		0		0		4		0		0		7		0		0		-		->		p1_K_W
1		7		-		0		0		6		0		0		0		0		0		-		->		p1_W_W
1		7		-		0		0		6		0		0		0		0		2		-		->		p1_W_G
1		7		-		0		0		6		0		0		0		0		4		-		->		p1_K_G
1		7		-		0		0		6		0		0		0		0		6		-		->		p1_K_W
1		7		-		0		0		6		0		0		0		0		8		-		->		p1_K_W
1		7		-		0		0		6		0		0		1		0		0		-		->		p1_W_M
1		7		-		0		0		6		0		0		3		0		0		-		->		p1_K_M
1		7		-		0		0		6		0		0		5		0		0		-		->		p1_K_W
1		7		-		0		0		6		0		0		7		0		0		-		->		p1_K_W
1		7		-		0		0		8		0		0		0		0		0		-		->		p1_W_W
1		7		-		0		0		8		0		0		0		0		2		-		->		p1_W_G
1		7		-		0		0		8		0		0		0		0		4		-		->		p1_K_G
1		7		-		0		0		8		0		0		0		0		6		-		->		p1_K_G
1		7		-		0		0		8		0		0		0		0		8		-		->		p1_K_W
1		7		-		0		0		8		0		0		1		0		0		-		->		p1_W_M
1		7		-		0		0		8		0		0		3		0		0		-		->		p1_K_M
1		7		-		0		0		8		0		0		5		0		0		-		->		p1_K_M
1		7		-		0		0		8		0		0		7		0		0		-		->		p1_K_W
1		7		-		0		2		0		0		0		0		0		0		-		->		p1_W_A
1		7		-		0		2		0		0		0		0		0		2		-		->		p1_W_G
1		7		-		0		2		0		0		0		0		0		4		-		->		p1_W_A
1		7		-		0		2		0		0		0		0		0		6		-		->		p1_W_A
1		7		-		0		2		0		0		0		0		0		8		-		->		p1_W_A
1		7		-		0		2		0		0		0		1		0		0		-		->		p1_W_M
1		7		-		0		2		0		0		0		3		0		0		-		->		p1_W_M
1		7		-		0		2		0		0		0		5		0		0		-		->		p1_W_M
1		7		-		0		2		0		0		0		7		0		0		-		->		p1_W_A
1		7		-		0		4		0		0		0		0		0		0		-		->		p1_W_A
1		7		-		0		4		0		0		0		0		0		2		-		->		p1_W_G
1		7		-		0		4		0		0		0		0		0		4		-		->		p1_W_G
1		7		-		0		4		0		0		0		0		0		6		-		->		p1_K_A
1		7		-		0		4		0		0		0		0		0		8		-		->		p1_K_A
1		7		-		0		4		0		0		0		1		0		0		-		->		p1_W_M
1		7		-		0		4		0		0		0		3		0		0		-		->		p1_W_M
1		7		-		0		4		0		0		0		5		0		0		-		->		p1_W_M
1		7		-		0		4		0		0		0		7		0		0		-		->		p1_K_A
1		7		-		0		6		0		0		0		0		0		0		-		->		p1_W_A
1		7		-		0		6		0		0		0		0		0		2		-		->		p1_W_G
1		7		-		0		6		0		0		0		0		0		4		-		->		p1_W_G
1		7		-		0		6		0		0		0		0		0		6		-		->		p1_W_G
1		7		-		0		6		0		0		0		0		0		8		-		->		p1_K_G
1		7		-		0		6		0		0		0		1		0		0		-		->		p1_W_M
1		7		-		0		6		0		0		0		3		0		0		-		->		p1_W_M
1		7		-		0		6		0		0		0		5		0		0		-		->		p1_W_M
1		7		-		0		6		0		0		0		7		0		0		-		->		p1_K_M
1		7		-		0		8		0		0		0		0		0		0		-		->		p1_W_A
1		7		-		0		8		0		0		0		0		0		2		-		->		p1_W_G
1		7		-		0		8		0		0		0		0		0		4		-		->		p1_K_G
1		7		-		0		8		0		0		0		0		0		6		-		->		p1_W_G
1		7		-		0		8		0		0		0		0		0		8		-		->		p1_K_G
1		7		-		0		8		0		0		0		1		0		0		-		->		p1_W_M
1		7		-		0		8		0		0		0		3		0		0		-		->		p1_W_M
1		7		-		0		8		0		0		0		5		0		0		-		->		p1_W_M
1		7		-		0		8		0		0		0		7		0		0		-		->		p1_K_M
1		7		-		2		0		0		0		0		0		0		0		-		->		p1_W_K
1		7		-		2		0		0		0		0		0		0		2		-		->		p1_W_G
1		7		-		2		0		0		0		0		0		0		4		-		->		p1_W_K
1		7		-		2		0		0		0		0		0		0		6		-		->		p1_W_K
1		7		-		2		0		0		0		0		0		0		8		-		->		p1_W_K
1		7		-		2		0		0		0		0		1		0		0		-		->		p1_W_M
1		7		-		2		0		0		0		0		3		0		0		-		->		p1_K_M
1		7		-		2		0		0		0		0		5		0		0		-		->		p1_W_K
1		7		-		2		0		0		0		0		7		0		0		-		->		p1_W_K
1		7		-		4		0		0		0		0		0		0		0		-		->		p1_W_K
1		7		-		4		0		0		0		0		0		0		2		-		->		p1_W_G
1		7		-		4		0		0		0		0		0		0		4		-		->		p1_K_G
1		7		-		4		0		0		0		0		0		0		6		-		->		p1_K_K
1		7		-		4		0		0		0		0		0		0		8		-		->		p1_K_K
1		7		-		4		0		0		0		0		1		0		0		-		->		p1_W_M
1		7		-		4		0		0		0		0		3		0		0		-		->		p1_W_M
1		7		-		4		0		0		0		0		5		0		0		-		->		p1_W_M
1		7		-		4		0		0		0		0		7		0		0		-		->		p1_K_K
1		7		-		6		0		0		0		0		0		0		0		-		->		p1_W_K
1		7		-		6		0		0		0		0		0		0		2		-		->		p1_W_G
1		7		-		6		0		0		0		0		0		0		4		-		->		p1_K_G
1		7		-		6		0		0		0		0		0		0		6		-		->		p1_W_G
1		7		-		6		0		0		0		0		0		0		8		-		->		p1_K_G
1		7		-		6		0		0		0		0		1		0		0		-		->		p1_W_M
1		7		-		6		0		0		0		0		3		0		0		-		->		p1_K_M
1		7		-		6		0		0		0		0		5		0		0		-		->		p1_W_M
1		7		-		6		0		0		0		0		7		0		0		-		->		p1_K_K
1		7		-		8		0		0		0		0		0		0		0		-		->		p1_W_K
1		7		-		8		0		0		0		0		0		0		2		-		->		p1_W_G
1		7		-		8		0		0		0		0		0		0		4		-		->		p1_K_G
1		7		-		8		0		0		0		0		0		0		6		-		->		p1_W_G
1		7		-		8		0		0		0		0		0		0		8		-		->		p1_K_G
1		7		-		8		0		0		0		0		1		0		0		-		->		p1_W_M
1		7		-		8		0		0		0		0		3		0		0		-		->		p1_K_M
1		7		-		8		0		0		0		0		5		0		0		-		->		p1_W_M
1		7		-		8		0		0		0		0		7		0		0		-		->		p1_W_M
1		7		-		10	0		0		0		0		0		0		0		-		->		p1_W_K
1		7		-		10	0		0		0		0		0		0		2		-		->		p1_W_G
1		7		-		10	0		0		0		0		0		0		4		-		->		p1_K_G
1		7		-		10	0		0		0		0		0		0		6		-		->		p1_W_G
1		7		-		10	0		0		0		0		0		0		8		-		->		p1_K_G
1		7		-		10	0		0		0		0		1		0		0		-		->		p1_W_M
1		7		-		10	0		0		0		0		3		0		0		-		->		p1_K_M
1		7		-		10	0		0		0		0		5		0		0		-		->		p1_W_M
1		7		-		10	0		0		0		0		7		0		0		-		->		p1_K_M
1		7		K		0		0		2		0		0		0		0		0		-		->		p1_W_W
1		7		K		0		0		2		0		0		0		0		2		-		->		p1_W_W
1		7		K		0		0		2		0		0		0		0		4		-		->		p1_W_W
1		7		K		0		0		2		0		0		0		0		6		-		->		p1_W_W
1		7		K		0		0		2		0		0		0		0		8		-		->		p1_W_W
1		7		K		0		0		2		0		0		1		0		0		-		->		p1_W_M
1		7		K		0		0		2		0		0		3		0		0		-		->		p1_W_W
1		7		K		0		0		2		0		0		5		0		0		-		->		p1_W_W
1		7		K		0		0		2		0		0		7		0		0		-		->		p1_W_W
1		7		K		0		0		4		0		0		0		0		0		-		->		p1_W_W
1		7		K		0		0		4		0		0		0		0		2		-		->		p1_W_G
1		7		K		0		0		4		0		0		0		0		4		-		->		p1_W_W
1		7		K		0		0		4		0		0		0		0		6		-		->		p1_W_W
1		7		K		0		0		4		0		0		0		0		8		-		->		p1_W_G
1		7		K		0		0		4		0		0		1		0		0		-		->		p1_W_M
1		7		K		0		0		4		0		0		3		0		0		-		->		p1_W_M
1		7		K		0		0		4		0		0		5		0		0		-		->		p1_W_M
1		7		K		0		0		4		0		0		7		0		0		-		->		p1_W_W
1		7		K		0		0		6		0		0		0		0		0		-		->		p1_W_W
1		7		K		0		0		6		0		0		0		0		2		-		->		p1_W_G
1		7		K		0		0		6		0		0		0		0		4		-		->		p1_W_G
1		7		K		0		0		6		0		0		0		0		6		-		->		p1_W_W
1		7		K		0		0		6		0		0		0		0		8		-		->		p1_W_W
1		7		K		0		0		6		0		0		1		0		0		-		->		p1_W_M
1		7		K		0		0		6		0		0		3		0		0		-		->		p1_W_M
1		7		K		0		0		6		0		0		5		0		0		-		->		p1_W_M
1		7		K		0		0		6		0		0		7		0		0		-		->		p1_W_W
1		7		K		0		0		8		0		0		0		0		0		-		->		p1_W_W
1		7		K		0		0		8		0		0		0		0		2		-		->		p1_W_G
1		7		K		0		0		8		0		0		0		0		4		-		->		p1_W_G
1		7		K		0		0		8		0		0		0		0		6		-		->		p1_W_G
1		7		K		0		0		8		0		0		0		0		8		-		->		p1_W_W
1		7		K		0		0		8		0		0		1		0		0		-		->		p1_W_M
1		7		K		0		0		8		0		0		3		0		0		-		->		p1_W_M
1		7		K		0		0		8		0		0		5		0		0		-		->		p1_W_M
1		7		K		0		0		8		0		0		7		0		0		-		->		p1_W_W
1		8		-		0		0		0		0		0		0		0		1		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		0		2		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		0		3		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		0		4		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		0		5		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		0		6		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		0		7		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		0		8		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		1		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		2		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		2		2		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		2		4		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		2		6		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		2		8		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		3		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		4		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		4		2		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		4		4		-		->		p1_K_G
1		8		-		0		0		0		0		0		0		4		6		-		->		p1_K_B
1		8		-		0		0		0		0		0		0		4		8		-		->		p1_K_B
1		8		-		0		0		0		0		0		0		5		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		6		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		6		2		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		6		4		-		->		p1_K_G
1		8		-		0		0		0		0		0		0		6		6		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		6		8		-		->		p1_K_G
1		8		-		0		0		0		0		0		0		7		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		8		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		8		2		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		8		4		-		->		p1_K_G
1		8		-		0		0		0		0		0		0		8		6		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		8		8		-		->		p1_K_G
1		8		-		0		0		0		0		0		0		9		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		10	0		-		->		p1_W_B
1		8		-		0		0		0		0		0		0		10	2		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		10	4		-		->		p1_K_G
1		8		-		0		0		0		0		0		0		10	6		-		->		p1_W_G
1		8		-		0		0		0		0		0		0		10	8		-		->		p1_K_G
1		8		-		0		0		0		0		0		1		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		1		0		2		-		->		p1_W_M
1		8		-		0		0		0		0		0		1		0		4		-		->		p1_W_M
1		8		-		0		0		0		0		0		1		0		6		-		->		p1_W_M
1		8		-		0		0		0		0		0		1		0		8		-		->		p1_W_M
1		8		-		0		0		0		0		0		1		2		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		1		4		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		1		6		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		1		8		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		1		10	0		-		->		p1_W_M
1		8		-		0		0		0		0		0		2		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		3		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		3		0		2		-		->		p1_K_M
1		8		-		0		0		0		0		0		3		0		4		-		->		p1_K_M
1		8		-		0		0		0		0		0		3		0		6		-		->		p1_K_M
1		8		-		0		0		0		0		0		3		0		8		-		->		p1_K_M
1		8		-		0		0		0		0		0		3		2		0		-		->		p1_K_M
1		8		-		0		0		0		0		0		3		4		0		-		->		p1_K_M
1		8		-		0		0		0		0		0		3		6		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		3		8		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		3		10	0		-		->		p1_K_M
1		8		-		0		0		0		0		0		4		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		5		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		5		0		2		-		->		p1_W_G
1		8		-		0		0		0		0		0		5		0		4		-		->		p1_K_G
1		8		-		0		0		0		0		0		5		0		6		-		->		p1_K_G
1		8		-		0		0		0		0		0		5		0		8		-		->		p1_K_M
1		8		-		0		0		0		0		0		5		2		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		5		4		0		-		->		p1_K_B
1		8		-		0		0		0		0		0		5		6		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		5		8		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		5		10	0		-		->		p1_W_M
1		8		-		0		0		0		0		0		6		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		7		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		7		0		2		-		->		p1_W_G
1		8		-		0		0		0		0		0		7		0		4		-		->		p1_K_G
1		8		-		0		0		0		0		0		7		0		6		-		->		p1_K_G
1		8		-		0		0		0		0		0		7		0		8		-		->		p1_K_G
1		8		-		0		0		0		0		0		7		2		0		-		->		p1_W_B
1		8		-		0		0		0		0		0		7		4		0		-		->		p1_K_B
1		8		-		0		0		0		0		0		7		6		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		7		8		0		-		->		p1_W_M
1		8		-		0		0		0		0		0		7		10	0		-		->		p1_W_M
1		8		-		0		0		0		0		1		0		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		0		1		-		->		p1_W_G
1		8		-		0		0		0		0		1		0		0		2		-		->		p1_W_G
1		8		-		0		0		0		0		1		0		0		3		-		->		p1_W_G
1		8		-		0		0		0		0		1		0		0		4		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		0		5		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		0		6		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		0		7		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		0		8		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		1		0		-		->		p1_W_B
1		8		-		0		0		0		0		1		0		2		0		-		->		p1_W_B
1		8		-		0		0		0		0		1		0		3		0		-		->		p1_W_B
1		8		-		0		0		0		0		1		0		4		0		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		5		0		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		6		0		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		7		0		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		8		0		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		9		0		-		->		p1_W_H
1		8		-		0		0		0		0		1		0		10	0		-		->		p1_W_H
1		8		-		0		0		0		0		1		1		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		1		2		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		1		3		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		1		4		0		0		-		->		p1_K_M
1		8		-		0		0		0		0		1		5		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		1		6		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		1		7		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		0		1		-		->		p1_W_G
1		8		-		0		0		0		0		2		0		0		2		-		->		p1_W_G
1		8		-		0		0		0		0		2		0		0		3		-		->		p1_W_G
1		8		-		0		0		0		0		2		0		0		4		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		0		5		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		0		6		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		0		7		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		0		8		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		1		0		-		->		p1_W_B
1		8		-		0		0		0		0		2		0		2		0		-		->		p1_W_B
1		8		-		0		0		0		0		2		0		3		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		4		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		5		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		6		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		7		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		8		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		9		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		0		10	0		-		->		p1_W_H
1		8		-		0		0		0		0		2		1		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		2		2		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		2		3		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		2		4		0		0		-		->		p1_K_M
1		8		-		0		0		0		0		2		5		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		6		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		2		7		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		3		0		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		3		0		0		1		-		->		p1_W_G
1		8		-		0		0		0		0		3		0		0		2		-		->		p1_W_G
1		8		-		0		0		0		0		3		0		0		3		-		->		p1_W_G
1		8		-		0		0		0		0		3		0		0		4		-		->		p1_K_G
1		8		-		0		0		0		0		3		0		0		5		-		->		p1_K_H
1		8		-		0		0		0		0		3		0		0		6		-		->		p1_K_H
1		8		-		0		0		0		0		3		0		0		7		-		->		p1_K_H
1		8		-		0		0		0		0		3		0		0		8		-		->		p1_K_H
1		8		-		0		0		0		0		3		0		1		0		-		->		p1_W_B
1		8		-		0		0		0		0		3		0		2		0		-		->		p1_W_B
1		8		-		0		0		0		0		3		0		3		0		-		->		p1_W_B
1		8		-		0		0		0		0		3		0		4		0		-		->		p1_K_B
1		8		-		0		0		0		0		3		0		5		0		-		->		p1_K_H
1		8		-		0		0		0		0		3		0		6		0		-		->		p1_K_H
1		8		-		0		0		0		0		3		0		7		0		-		->		p1_K_H
1		8		-		0		0		0		0		3		0		8		0		-		->		p1_K_H
1		8		-		0		0		0		0		3		0		9		0		-		->		p1_K_H
1		8		-		0		0		0		0		3		0		10	0		-		->		p1_K_H
1		8		-		0		0		0		0		3		1		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		3		2		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		3		3		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		3		4		0		0		-		->		p1_K_M
1		8		-		0		0		0		0		3		5		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		3		6		0		0		-		->		p1_K_H
1		8		-		0		0		0		0		3		7		0		0		-		->		p1_K_H
1		8		-		0		0		0		0		4		0		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		4		0		0		1		-		->		p1_W_G
1		8		-		0		0		0		0		4		0		0		2		-		->		p1_W_G
1		8		-		0		0		0		0		4		0		0		3		-		->		p1_K_G
1		8		-		0		0		0		0		4		0		0		4		-		->		p1_K_G
1		8		-		0		0		0		0		4		0		0		5		-		->		p1_K_H
1		8		-		0		0		0		0		4		0		0		6		-		->		p1_K_H
1		8		-		0		0		0		0		4		0		0		7		-		->		p1_K_H
1		8		-		0		0		0		0		4		0		0		8		-		->		p1_K_H
1		8		-		0		0		0		0		4		0		1		0		-		->		p1_W_B
1		8		-		0		0		0		0		4		0		2		0		-		->		p1_W_B
1		8		-		0		0		0		0		4		0		3		0		-		->		p1_K_B
1		8		-		0		0		0		0		4		0		4		0		-		->		p1_K_B
1		8		-		0		0		0		0		4		0		5		0		-		->		p1_W_H
1		8		-		0		0		0		0		4		0		6		0		-		->		p1_W_H
1		8		-		0		0		0		0		4		0		7		0		-		->		p1_W_H
1		8		-		0		0		0		0		4		0		8		0		-		->		p1_W_H
1		8		-		0		0		0		0		4		0		9		0		-		->		p1_K_H
1		8		-		0		0		0		0		4		0		10	0		-		->		p1_K_H
1		8		-		0		0		0		0		4		1		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		4		2		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		4		3		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		4		4		0		0		-		->		p1_K_M
1		8		-		0		0		0		0		4		5		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		4		6		0		0		-		->		p1_K_H
1		8		-		0		0		0		0		4		7		0		0		-		->		p1_K_H
1		8		-		0		0		0		0		5		0		0		0		-		->		p1_W_H
1		8		-		0		0		0		0		5		0		0		1		-		->		p1_W_G
1		8		-		0		0		0		0		5		0		0		2		-		->		p1_W_G
1		8		-		0		0		0		0		5		0		0		3		-		->		p1_K_G
1		8		-		0		0		0		0		5		0		0		4		-		->		p1_K_G
1		8		-		0		0		0		0		5		0		0		5		-		->		p1_K_G
1		8		-		0		0		0		0		5		0		0		6		-		->		p1_K_G
1		8		-		0		0		0		0		5		0		0		7		-		->		p1_K_G
1		8		-		0		0		0		0		5		0		0		8		-		->		p1_K_G
1		8		-		0		0		0		0		5		0		1		0		-		->		p1_W_B
1		8		-		0		0		0		0		5		0		2		0		-		->		p1_W_B
1		8		-		0		0		0		0		5		0		3		0		-		->		p1_K_B
1		8		-		0		0		0		0		5		0		4		0		-		->		p1_K_B
1		8		-		0		0		0		0		5		0		5		0		-		->		p1_W_H
1		8		-		0		0		0		0		5		0		6		0		-		->		p1_W_H
1		8		-		0		0		0		0		5		0		7		0		-		->		p1_W_H
1		8		-		0		0		0		0		5		0		8		0		-		->		p1_W_H
1		8		-		0		0		0		0		5		0		9		0		-		->		p1_W_H
1		8		-		0		0		0		0		5		0		10	0		-		->		p1_W_H
1		8		-		0		0		0		0		5		1		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		5		2		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		5		3		0		0		-		->		p1_W_M
1		8		-		0		0		0		0		5		4		0		0		-		->		p1_K_M
